id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2023-852653,2023-08-29,1,Vente,390000,9001,,RUE MARCEL PAUL,1445,64700,64260,Hendaye,64,,,64260000AK0525,,,110,70.68,,,,,,,,,1,2,Appartement,72.00,4,,,,,,-1.7758670,43.3526690,000AK
2023-852659,2023-08-22,1,Vente,202000,43,,AV DE LISSARDY,1380,64700,64260,Hendaye,64,,,64260000AS0125,,,203,36.83,,,,,,,,,1,2,Appartement,38.00,2,,,,,,-1.7566670,43.3726580,000AS
2023-852665,2023-08-23,1,Vente,474050,11,,CHE D ANCIOLA,112,64700,64260,Hendaye,64,,,64260000AB0586,,,,,,,,,,,,,0,1,Maison,95.00,5,S,sols,,,600.00,-1.7416960,43.3717020,000AB
2023-852694,2023-08-28,1,Vente,275000,3,,ALL DE SANTIAGO,2020,64700,64260,Hendaye,64,,,64260000AL0124,,,2,71.11,,,,,,,,,1,2,Appartement,70.00,3,,,,,,-1.7772870,43.3524260,000AL
2023-852744,2023-09-08,1,Vente,370000,5,,RUE DES CHASSEURS,532,64700,64260,Hendaye,64,,,64260000AE0183,,,2,130.83,,,,,,,,,1,2,Appartement,60.00,1,,,,,,-1.7650040,43.3570540,000AE
2023-852744,2023-09-08,1,Vente,370000,5,,RUE DES CHASSEURS,532,64700,64260,Hendaye,64,,,64260000AE0183,,,2,130.83,,,,,,,,,1,2,Appartement,80.00,3,,,,,,-1.7650040,43.3570540,000AE
2023-852753,2023-09-08,1,Vente,143000,12,,RTE DE LA CORNICHE,690,64700,64260,Hendaye,64,,,64260000AS0064,,,80,26.24,,,,,,,,,1,2,Appartement,26.00,1,,,,,,-1.7607870,43.3733040,000AS
2023-852754,2023-09-07,1,Vente,268100,16,,RUE DOLEAC,740,64700,64260,Hendaye,64,,,64260000AL0523,,,40,63.50,,,,,,,,,1,2,Appartement,65.00,4,,,,,,-1.7800930,43.3507900,000AL
2023-852757,2023-09-07,1,Vente,270000,65,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AV0423,,,214,34.70,,,,,,,,,1,2,Appartement,38.00,1,,,,,,-1.7720830,43.3731370,000AV
2023-852806,2023-09-12,1,Vente,470000,43,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AV0398,,,16,54.43,,,,,,,,,1,2,Appartement,55.00,3,,,,,,-1.7700450,43.3737140,000AV
2023-852810,2023-09-15,1,Vente,177000,5,,RUE DONGOXENIA,781,64700,64260,Hendaye,64,,,64260000AD0037,,,117,,94,33.26,,,,,,,2,2,Appartement,33.00,2,,,,,,-1.7507620,43.3706370,000AD
2023-852826,2023-09-13,1,Vente,355000,23,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0245,,,263,72.65,78,,,,,,,,2,2,Appartement,70.00,3,,,,,,-1.7749400,43.3717900,000AW
2023-852829,2023-09-11,1,Vente,156000,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,245,39.61,,,,,,,,,1,2,Appartement,39.00,2,,,,,,-1.7643690,43.3606700,000AO
2023-852832,2023-09-01,1,Vente,198000,2,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AW0036,,,91,28.81,,,,,,,,,1,2,Appartement,29.00,1,,,,,,-1.7742530,43.3734560,000AW
2023-852833,2023-09-04,1,Vente,368000,2,,RUE ERRONDENIA,871,64700,64260,Hendaye,64,,,64260000AE0390,,,23,59.13,37,,,,,,,,2,2,Appartement,59.00,3,,,,,,-1.7633770,43.3589960,000AE
2023-852896,2023-09-12,1,Vente,353000,2,,AV DES MAGNOLIAS,1420,64700,64260,Hendaye,64,,,64260000AW0235,,,134,60.31,7,,,,,,,,2,2,Appartement,61.00,3,,,,,,-1.7741820,43.3716100,000AW
2023-852898,2023-08-29,1,Vente,160050,4,,RUE PELLOT,1785,64700,64260,Hendaye,64,,,64260000AM0694,,,97,42.96,,,,,,,,,1,2,Appartement,36.00,2,,,,,,-1.7720650,43.3578970,000AM
2023-852930,2023-08-30,1,Vente,300000,14,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AL0253,,,235,63.97,,,,,,,,,1,2,Appartement,73.00,3,,,,,,-1.7802570,43.3494050,000AL
2023-852934,2023-09-13,1,Vente,183500,7,,RUE DES JASMINS,1280,64700,64260,Hendaye,64,,,64260000AV0416,,,69,33.80,,,,,,,,,1,2,Appartement,35.00,2,,,,,,-1.7720190,43.3724630,000AV
2023-852956,2023-09-08,1,Vente,115400,19,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AV0413,,,23,22.82,,,,,,,,,1,2,Appartement,25.00,1,,,,,,-1.7709770,43.3677730,000AV
2023-852959,2023-09-01,1,Vente,839900,67,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AV0423,,,316,92.84,,,,,,,,,1,2,Appartement,92.00,4,,,,,,-1.7720830,43.3731370,000AV
2023-852960,2023-08-30,1,Vente,440000,50,B,RUE ZALDI,2269,64700,64260,Hendaye,64,,,64260000AD1182,,,4,82.84,,,,,,,,,1,2,Appartement,80.00,4,,,,,,-1.7508940,43.3673850,000AD
2023-852961,2023-08-31,1,Vente,320725,21,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0176,,,16,47.34,,,,,,,,,1,2,Appartement,48.00,2,,,,,,-1.7744690,43.3721450,000AW
2023-852962,2023-09-11,1,Vente,421600,71,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AV0265,,,180,60.07,65,,,,,,,,2,2,Appartement,61.00,3,,,,,,-1.7732130,43.3730580,000AV
2023-852963,2023-09-05,1,Vente,162210,7,,RUE NOUVELLE,1600,64700,64260,Hendaye,64,,,64260000AN0374,,,119,33.77,,,,,,,,,1,2,Appartement,34.00,2,,,,,,-1.7740900,43.3541050,000AN
2023-852968,2023-09-20,1,Vente,175000,25,,RUE DU COMMERCE,680,64700,64260,Hendaye,64,,,64260000AL0163,,,83,30.36,,,,,,,,,1,2,Appartement,32.00,2,,,,,,-1.7800610,43.3527210,000AL
2023-852969,2023-09-15,1,Vente,340000,1,,RUE DE LA GUADELOUPE,1120,64700,64260,Hendaye,64,,,64260000AM0006,,,46,75.93,,,,,,,,,1,2,Appartement,77.00,3,,,,,,-1.7767240,43.3575390,000AM
2023-852979,2023-09-01,1,Vente,87500,7,,LOT SAGARDIA,A760,64700,64260,Hendaye,64,,,64260000AO0235,,,,,,,,,,,,,0,1,Maison,73.00,4,S,sols,,,382.00,-1.7630530,43.3611500,000AO
2023-852986,2023-09-25,1,Vente,185000,9001,,RES ASCOUBIA I,A010,64700,64260,Hendaye,64,,,64260000AB0491,,,34,32.18,,,,,,,,,1,2,Appartement,36.00,3,,,,,,-1.7437100,43.3727200,000AB
2023-853007,2023-09-20,1,Vente,307000,7,,RUE AUGUSTE ETCHENAUSIA,915,64700,64260,Hendaye,64,,,64260000AR0180,,,20,47.03,,,,,,,,,1,2,Appartement,45.00,3,,,,,,-1.7636860,43.3647110,000AR
2023-853034,2023-09-12,1,Vente,28219,1,,RUE HAUTE,1150,64700,64260,Hendaye,64,,,64260000AM0610,,,53,42.05,,,,,,,,,1,2,Appartement,43.00,2,,,,,,-1.7729170,43.3586660,000AM
2023-853050,2023-09-11,1,Vente,246650,12,,RUE PASTEUR,1760,64700,64260,Hendaye,64,,,64260000AI0494,,,282,,294,73.29,,,,,,,2,2,Appartement,68.00,4,,,,,,-1.7712460,43.3508700,000AI
2023-853096,2023-09-28,1,Vente,223700,1,,PAS ALLENDE,105,64700,64260,Hendaye,64,,,64260000AM0601,,,37,41.29,,,,,,,,,1,2,Appartement,42.00,2,,,,,,-1.7732650,43.3595160,000AM
2023-853125,2023-09-20,1,Vente,635561,1,,RUE DE LA FORET,1026,64700,64260,Hendaye,64,,,64260000AP0221,,,,,,,,,,,,,0,1,Maison,170.00,9,S,sols,,,621.00,-1.7675530,43.3634430,000AP
2023-853168,2023-09-15,1,Vente,749000,5,,LOT LES MIMOSAS,A736,64700,64260,Hendaye,64,,,64260000AD1226,,,,,,,,,,,,,0,1,Maison,126.00,5,S,sols,,,913.00,-1.7520130,43.3691220,000AD
2023-853176,2023-09-15,1,Vente,126000,15,,RUE SAINT EXUPERY,2000,64700,64260,Hendaye,64,,,64260000AD0292,,,5,21.86,,,,,,,,,1,2,Appartement,22.00,1,,,,,,-1.7567570,43.3702630,000AD
2023-853211,2023-09-27,1,Vente,190000,2,,RUE DES ACACIAS,20,64700,64260,Hendaye,64,,,64260000AV0415,,,109,29.05,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7730400,43.3708740,000AV
2023-853289,2023-09-12,1,Vente,185000,48,,RUE DE SUBERNOA,2110,64700,64260,Hendaye,64,,,64260000AO0027,,,44,33.05,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7669120,43.3593450,000AO
2023-853344,2023-10-11,1,Vente,228000,3,B,RUE HELENE BOUCHER,1165,64700,64260,Hendaye,64,,,64260000AT0402,,,332,37.16,,,,,,,,,1,2,Appartement,37.00,3,,,,,,-1.7629140,43.3702300,000AT
2023-853347,2023-09-21,1,Vente,174500,9,,RUE DES LAURIERS,1320,64700,64260,Hendaye,64,,,64260000AM0646,,,20,41.02,,,,,,,,,1,2,Appartement,41.00,3,,,,,,-1.7752640,43.3581880,000AM
2023-853363,2023-10-06,1,Vente,351821,6,,RUE DES MURIERS,1555,64700,64260,Hendaye,64,,,64260000AW0126,,,12,43.64,,,,,,,,,1,2,Appartement,43.00,2,,,,,,-1.7787340,43.3711610,000AW
2023-853366,2023-10-11,1,Vente,254500,3,B,RUE HAUTE,1150,64700,64260,Hendaye,64,,,64260000AM0152,,,7,58.69,,,,,,,,,1,2,Appartement,60.00,3,,,,,,-1.7725040,43.3588460,000AM
2023-853390,2023-10-02,1,Vente,273450,9,,RUE DE SUBERNOA,2110,64700,64260,Hendaye,64,,,64260000AM0469,,,40,79.39,,,,,,,,,1,2,Appartement,77.00,4,,,,,,-1.7699780,43.3592780,000AM
2023-853407,2023-10-05,1,Vente,154869,41,,RUE DU PORT,1870,64700,64260,Hendaye,64,,,64260000AM0017,,,103,52.73,,,,,,,,,1,2,Appartement,53.00,3,,,,,,-1.7768910,43.3583730,000AM
2023-853422,2023-10-11,1,Vente,189500,27,,RUE HAPETENIA,1145,64700,64260,Hendaye,64,,,64260000AI0033,,,101,44.98,,,,,,,,,1,2,Appartement,40.00,1,,,,,,-1.7694710,43.3515800,000AI
2023-853442,2023-10-10,1,Vente,213250,50,,BD DE LA BAIE DE CHINGUDY,247,64700,64260,Hendaye,64,,,64260000AV0460,,,29,,50,34.57,,,,,,,2,2,Appartement,38.00,2,,,,,,-1.7724820,43.3697080,000AV
2023-853447,2023-10-03,1,Vente,211000,42,,RUE BIGARENA,420,64700,64260,Hendaye,64,,,64260000AK0379,,,102,46.71,,,,,,,,,1,2,Appartement,45.00,2,,,,,,-1.7741180,43.3503760,000AK
2023-853451,2023-10-02,1,Vente,560000,9,,RUE CHECHENIA,540,64700,64260,Hendaye,64,,,64260000AD0252,,,,,,,,,,,,,0,1,Maison,102.00,5,S,sols,,,1007.00,-1.7581000,43.3643410,000AD
2023-853452,2023-10-05,1,Vente,160000,1,B,RUE DU TUNNEL,2200,64700,64260,Hendaye,64,,,64260000AN0103,,,190,41.50,,,,,,,,,1,2,Appartement,42.00,2,,,,,,-1.7700130,43.3582520,000AN
2023-853453,2023-10-03,1,Vente,135000,9001,,PAS PARCHETEGUIA,1730,64700,64260,Hendaye,64,,,64260000AM0317,,,1,31.85,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7707960,43.3594940,000AM
2023-853473,2023-10-13,1,Vente,240000,10,,RUE PASTEUR,1760,64700,64260,Hendaye,64,,,64260000AI0494,,,203,,213,77.48,,,,,,,2,2,Appartement,68.00,4,,,,,,-1.7712460,43.3508700,000AI
2023-853554,2023-10-19,1,Vente,891380,1,,RUE DES ROSIERS,1970,64700,64260,Hendaye,64,,,64260000AV0307,,,104,108.12,,,,,,,,,1,1,Maison,123.00,5,,,,,,-1.7715940,43.3688760,000AV
2023-853578,2023-10-09,1,Vente,110000,81,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0440,,,32,30.14,,,,,,,,,1,2,Appartement,30.00,2,,,,,,-1.7805040,43.3533580,000AL
2023-853580,2023-10-06,1,Vente,155000,14,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AL0253,,,264,,,,,,,,,,1,2,Appartement,39.00,2,,,,,,-1.7802570,43.3494050,000AL
2023-853606,2023-10-23,1,Vente,260000,9,,RUE DES FIGUIERS,970,64700,64260,Hendaye,64,,,64260000AW0245,,,208,35.52,,,,,,,,,1,2,Appartement,32.00,2,,,,,,-1.7749400,43.3717900,000AW
2023-853643,2023-10-20,1,Vente,140000,40,,RUE DU COMMERCE,680,64700,64260,Hendaye,64,,,64260000AL0457,,,25,34.24,,,,,,,,,1,2,Appartement,35.00,2,,,,,,-1.7811310,43.3528530,000AL
2023-853665,2023-10-27,1,Vente,487100,17,,RUE DE SUBERNOA,2110,64700,64260,Hendaye,64,,,64260000AO0596,,,,,,,,,,,,,0,1,Maison,80.00,4,S,sols,,,336.00,-1.7690360,43.3586980,000AO
2023-853669,2023-10-18,1,Vente,220000,50,,RUE HAPETENIA,1145,64700,64260,Hendaye,64,,,64260000AI0398,,,2,,,,,,,,,,1,2,Appartement,70.00,4,,,,,,-1.7700700,43.3499530,000AI
2023-853678,2023-10-12,1,Vente,225000,39,,RUE RICHELIEU,1955,64700,64260,Hendaye,64,,,64260000AH0100,,,,,,,,,,,,,0,2,Appartement,60.00,4,S,sols,,,359.00,-1.7635570,43.3448370,000AH
2023-853678,2023-10-12,1,Vente,225000,39,,RUE RICHELIEU,1955,64700,64260,Hendaye,64,,,64260000AH0100,,,,,,,,,,,,,0,2,Appartement,62.00,4,S,sols,,,359.00,-1.7635570,43.3448370,000AH
2023-853699,2023-10-13,1,Vente,245000,2,,RUE DE SANTIAGO,2040,64700,64260,Hendaye,64,,,64260000AL0399,,,24,,,,,,,,,,1,2,Appartement,66.00,3,,,,,,-1.7764240,43.3532700,000AL
2023-853702,2023-10-23,1,Vente,145000,85,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AW0045,,,8,29.05,,,,,,,,,1,2,Appartement,30.00,2,,,,,,-1.7735760,43.3719800,000AW
2023-853706,2023-11-07,1,Vente,95000,7,,RUE DE LA FONTAINE,1010,64700,64260,Hendaye,64,,,64260000AM0530,,,2,38.52,,,,,,,,,1,2,Appartement,41.00,3,,,,,,-1.7755010,43.3574880,000AM
2023-853708,2023-10-30,1,Vente,152000,3,B,RUE HELENE BOUCHER,1165,64700,64260,Hendaye,64,,,64260000AT0402,,,320,27.09,,,,,,,,,1,2,Appartement,26.00,2,,,,,,-1.7629140,43.3702300,000AT
2023-853714,2023-10-19,1,Vente,345050,7,,AV DE LISSARDY,1380,64700,64260,Hendaye,64,,,64260000AT0402,,,251,67.59,,,,,,,,,1,2,Appartement,47.00,3,,,,,,-1.7629140,43.3702300,000AT
2023-853732,2023-10-24,1,Vente,298600,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,243,62.99,,,,,,,,,1,2,Appartement,78.00,3,,,,,,-1.7643690,43.3606700,000AO
2023-853766,2023-11-06,1,Vente,255000,11,,RUE PASTEUR,1760,64700,64260,Hendaye,64,,,64260000AI0081,,,2,67.16,,,,,,,,,1,2,Appartement,65.00,4,,,,,,-1.7720210,43.3502590,000AI
2023-853771,2023-10-18,1,Vente,398650,12,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AM0443,,,13,95.19,14,,,,,,,,2,1,Maison,80.00,4,,,,,,-1.7759120,43.3592730,000AM
2023-853775,2023-11-07,1,Vente,222690,1,,RUE DU NORD,1590,64700,64260,Hendaye,64,,,64260000AM0043,,,12,47.38,,,,,,,,,1,2,Appartement,47.00,2,,,,,,-1.7766700,43.3586660,000AM
2023-853783,2023-11-10,1,Vente,218420,3,B,RUE HELENE BOUCHER,1165,64700,64260,Hendaye,64,,,64260000AT0402,,,335,40.67,,,,,,,,,1,2,Appartement,40.00,3,,,,,,-1.7629140,43.3702300,000AT
2023-853787,2023-11-09,1,Vente,205000,41,,RUE RICHELIEU,1955,64700,64260,Hendaye,64,,,64260000AH0101,,,8,60.11,,,,,,,,,1,2,Appartement,57.00,3,,,,,,-1.7633310,43.3450090,000AH
2023-853799,2023-11-13,1,Vente,240425,5,B,RUE LEON LANNEPOUQUET,1295,64700,64260,Hendaye,64,,,64260000AD1285,,,2,44.64,,,,,,,,,1,2,Appartement,45.00,2,,,,,,-1.7591430,43.3662690,000AD
2023-853801,2023-11-13,1,Vente,358000,28,,RUE ATCHOENIA,232,64700,64260,Hendaye,64,,,64260000AE0732,,,,,,,,,,,,,0,1,Maison,92.00,4,S,sols,,,175.00,-1.7600520,43.3612010,000AE
2023-853825,2023-11-10,1,Vente,465000,30,,RUE HAPETENIA,1145,64700,64260,Hendaye,64,,,64260000AI0493,,,1,122.48,3,,,,,,,,2,2,Appartement,113.00,4,,,,,,-1.7710590,43.3527350,000AI
2023-853829,2023-10-30,1,Vente,391960,84,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AX0135,,,213,,,,,,,,,,1,2,Appartement,47.00,3,,,,,,-1.7856290,43.3708810,000AX
2023-853831,2023-10-26,1,Vente,350000,3,,RUE DU SIEGE,2085,64700,64260,Hendaye,64,,,64260000AH0253,,,77,101.29,,,,,,,,,1,1,Maison,93.00,6,,,,,,-1.7682660,43.3445910,000AH
2023-853832,2023-10-27,1,Vente,150000,77,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0022,,,5,67.55,,,,,,,,,1,2,Appartement,70.00,4,,,,,,-1.7800930,43.3535820,000AL
2023-853864,2023-10-27,1,Vente,403000,29,,RUE DES SERINGATS,2070,64700,64260,Hendaye,64,,,64260000AT0052,,,20,63.95,,,,,,,,,1,2,Appartement,68.00,3,,,,,,-1.7644060,43.3723870,000AT
2023-853889,2023-11-06,1,Vente,190000,19,,RUE ATABALA,220,64700,64260,Hendaye,64,,,64260000AR0344,,,31,46.58,,,,,,,,,1,2,Appartement,47.00,2,,,,,,-1.7645160,43.3640430,000AR
2023-853907,2023-10-31,1,Vente,350000,9001,,RES ASCOUBIA II,A011,64700,64260,Hendaye,64,,,64260000AB0490,,,58,35.75,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7458800,43.3748420,000AB
2023-853942,2023-11-17,1,Vente,153900,57,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AV0390,,,7,31.24,,,,,,,,,1,2,Appartement,35.00,1,,,,,,-1.7724880,43.3699470,000AV
2023-853949,2023-11-02,1,Vente,246897,4,,RUE JOLIOT-CURIE,1285,64700,64260,Hendaye,64,,,64260000AL0493,,,15,70.42,,,,,,,,,1,2,Appartement,70.00,3,,,,,,-1.7822940,43.3516070,000AL
2023-853950,2023-11-06,1,Vente,221674,1,,RUE DU PONT,1860,64700,64260,Hendaye,64,,,64260000AN0056,,,16,53.00,31,,,,,,,,2,2,Appartement,53.00,3,,,,,,-1.7727120,43.3574170,000AN
2023-853980,2023-10-31,1,Vente,152000,1,B,RUE DU TUNNEL,2200,64700,64260,Hendaye,64,,,64260000AN0103,,,188,38.00,,,,,,,,,1,2,Appartement,39.00,2,,,,,,-1.7700130,43.3582520,000AN
2023-853982,2023-11-07,1,Vente,795000,2,,RUE DES ORANGERS,1640,64700,64260,Hendaye,64,,,64260000AX0067,,,52,,73,108.22,,,,,,,2,2,Appartement,118.00,4,,,,,,-1.7806490,43.3697960,000AX
2023-853984,2023-11-08,1,Vente,89350,8,,RUE ELISSACILIO,829,64700,64260,Hendaye,64,,,64260000AV0071,,,9,14.31,,,,,,,,,1,2,Appartement,13.00,1,,,,,,-1.7701360,43.3714460,000AV
2023-854050,2023-11-09,1,Vente,835000,30,,RUE WALT DISNEY,2261,64700,64260,Hendaye,64,,,64260000AD0539,,,,,,,,,,,,,0,1,Maison,176.00,7,S,sols,,,802.00,-1.7577790,43.3629970,000AD
2023-854086,2023-10-04,1,Vente,299000,9,,RUE DES FIGUIERS,970,64700,64260,Hendaye,64,,,64260000AW0245,,,246,35.84,,,,,,,,,1,2,Appartement,35.00,2,,,,,,-1.7749400,43.3717900,000AW
2023-854097,2023-11-28,1,Vente,191000,16,,RUE DOLEAC,740,64700,64260,Hendaye,64,,,64260000AL0523,,,29,45.97,,,,,,,,,1,2,Appartement,46.00,3,,,,,,-1.7800930,43.3507900,000AL
2023-854121,2023-11-23,1,Vente,214110,83,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AW0236,,,32,23.07,,,,,,,,,1,2,Appartement,23.00,1,,,,,,-1.7768530,43.3724560,000AW
2023-854147,2023-11-16,1,Vente,98000,19,,RUE DU JAIZQUIBEL,1240,64700,64260,Hendaye,64,,,64260000AM0066,,,5,35.18,,,,,,,,,1,2,Appartement,48.00,2,,,,,,-1.7759100,43.3593580,000AM
2023-854194,2023-12-01,1,Vente,290000,1,,RUE DES EUCALYPTUS,920,64700,64260,Hendaye,64,,,64260000AW0237,,,17,64.12,,,,,,,,,1,2,Appartement,80.00,3,,,,,,-1.7761210,43.3708280,000AW
2023-854197,2023-11-20,1,Vente,726720,8,,RUE LEON LANNEPOUQUET,1295,64700,64260,Hendaye,64,,,64260000AD0965,,,,,,,,,,,,,0,1,Maison,127.00,5,S,sols,,,639.00,-1.7585430,43.3667530,000AD
2023-854204,2023-11-28,1,Vente,116780,81,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0440,,,50,30.61,,,,,,,,,1,2,Appartement,29.00,1,,,,,,-1.7805040,43.3533580,000AL
2023-854206,2023-11-24,1,Vente,,1,,RUE DES CITRONNIERS,650,64700,64260,Hendaye,64,,,64260000AW0240,,,50,35.46,,,,,,,,,1,2,Appartement,35.00,2,,,,,,-1.7738570,43.3706940,000AW
2023-854245,2023-12-04,1,Vente,690000,12,,RUE GUYNEMER,1130,64700,64260,Hendaye,64,,,64260000AD0271,,,,,,,,,,,,,0,1,Maison,200.00,5,S,sols,,,550.00,-1.7573930,43.3692760,000AD
2023-854275,2023-12-07,1,Vente,490000,25,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AP0097,,,,,,,,,,,,,0,1,Maison,90.00,4,S,sols,,,557.00,-1.7689550,43.3602130,000AP
2023-854320,2023-11-24,1,Vente,314000,5,,RUE DU CHEMIN DE FER,550,64700,64260,Hendaye,64,,,64260000AM0614,,,22,120.42,,,,,,,,,1,2,Appartement,98.00,5,,,,,,-1.7733110,43.3579670,000AM
2023-854332,2023-12-07,1,Vente,155000,2,,RUE DOMINGOENIA GAENEAN,775,64700,64260,Hendaye,64,,,64260000AO0449,,,6,32.05,,,,,,,,,1,2,Appartement,31.00,2,,,,,,-1.7640190,43.3623870,000AO
2023-854343,2023-12-04,1,Vente,213000,10,,RUE NOUVELLE,1600,64700,64260,Hendaye,64,,,64260000AN0382,,,64,44.66,,,,,,,,,1,2,Appartement,44.00,2,,,,,,-1.7747710,43.3541460,000AN
2023-854378,2023-12-11,1,Vente,665000,54,,RUE JEAN BAPTISTE ERRECART,857,64700,64260,Hendaye,64,,,64260000AR0363,,,,,,,,,,,,,0,1,Maison,147.00,4,S,sols,,,207.00,-1.7634970,43.3654800,000AR
2023-854469,2023-12-12,1,Vente,590000,6,,RUE LAPARCA,1298,64700,64260,Hendaye,64,,,64260000AE0178,,,,,,,,,,,,,0,1,Maison,134.00,5,S,sols,,,620.00,-1.7647930,43.3573300,000AE
2023-854478,2023-12-01,1,Vente,155000,9001,,CHE DE BIANTENIA,380,64700,64260,Hendaye,64,,,64260000AO0306,,,86,28.33,,,,,,,,,1,2,Appartement,28.00,2,,,,,,-1.7656160,43.3589190,000AO
2023-854516,2023-12-22,1,Vente,390000,5,,IMP DES EVADES,940,64700,64260,Hendaye,64,,,64260000AN0421,,,3,73.00,,,,,,,,,1,1,Maison,95.00,5,,,,,,-1.7755910,43.3557050,000AN
2023-854519,2023-12-19,1,Vente,204000,19,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AM0258,,,13,45.15,,,,,,,,,1,2,Appartement,34.00,2,,,,,,-1.7696290,43.3604140,000AM
2023-854530,2023-12-21,1,Vente,415000,5,,RUE DES CHAMPS,520,64700,64260,Hendaye,64,,,64260000AL0156,,,,,,,,,,,,,0,1,Maison,110.00,5,S,sols,,,160.00,-1.7794720,43.3525510,000AL
2023-854531,2023-12-22,1,Vente,242000,2,,RUE NOUVELLE,1600,64700,64260,Hendaye,64,,,64260000AN0674,,,66,47.15,,,,,,,,,1,2,Appartement,46.00,2,,,,,,-1.7745600,43.3545560,000AN
2023-854533,2023-12-26,1,Vente,340000,13,,RUE DU SIEGE,2085,64700,64260,Hendaye,64,,,64260000AH0253,,,65,85.85,,,,,,,,,1,1,Maison,87.00,5,,,,,,-1.7682660,43.3445910,000AH
2023-854551,2023-12-20,1,Vente,400000,12,,RUE MENDIAK,1487,64700,64260,Hendaye,64,,,64260000AR0496,,,,,,,,,,,,,0,1,Maison,96.00,5,S,sols,,,391.00,-1.7640500,43.3652660,000AR
2023-854553,2023-12-14,1,Vente,157640,9005,,CHE DE SOPITE,2100,64700,64260,Hendaye,64,,,64260000AD1456,,,252,33.60,,,,,,,,,1,2,Appartement,33.00,1,,,,,,-1.7520340,43.3720730,000AD
2023-854554,2023-12-12,1,Vente,229500,9020,,CHE D ORIO,1650,64700,64260,Hendaye,64,,,64260000AE0123,,,11,68.20,,,,,,,,,1,2,Appartement,69.00,2,,,,,,-1.7567180,43.3617480,000AE
2023-854616,2023-12-22,1,Vente,225600,5,,RUE DONGOXENIA,781,64700,64260,Hendaye,64,,,64260000AD0037,,,503,49.39,555,,,,,,,,2,2,Appartement,49.00,3,,,,,,-1.7507620,43.3706370,000AD
2023-854677,2023-12-15,1,Vente,156000,6,,RUE ESCOLANDI,890,64700,64260,Hendaye,64,,,64260000AM0507,,,2,,,,,,,,,,1,2,Appartement,71.00,4,,,,,,-1.7716150,43.3584630,000AM
2023-854688,2023-12-14,1,Vente,151000,7,,RUE DE LA FONTAINE,1010,64700,64260,Hendaye,64,,,64260000AM0530,,,6,43.12,,,,,,,,,1,2,Appartement,43.00,3,,,,,,-1.7755010,43.3574880,000AM
2023-854692,2023-12-15,1,Vente,196000,6,,RUE DOLEAC,740,64700,64260,Hendaye,64,,,64260000AL0459,,,49,63.58,,,,,,,,,1,2,Appartement,64.00,3,,,,,,-1.7810840,43.3519040,000AL
2023-854694,2023-12-15,1,Vente,215000,83,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AW0236,,,10,56.29,,,,,,,,,1,2,Appartement,59.00,1,,,,,,-1.7768530,43.3724560,000AW
